,index,player,Conceded,Scored,PlusMinus,Team,GameID,HomeAway
9,9,Mario Chalmers,40.0,66.0,26.0,MEM,"=""0021700080""",Home
10,10,Mike Conley,50.0,43.0,-7.0,MEM,"=""0021700080""",Home
11,11,Tyreke Evans,42.0,63.0,21.0,MEM,"=""0021700080""",Home
0,0,Ben McLemore,50.0,46.0,-4.0,MEM,"=""0021700677""",Away
1,1,Deyonta Davis,42.0,38.0,-4.0,MEM,"=""0021700677""",Away
2,2,Dillon Brooks,64.0,61.0,-3.0,MEM,"=""0021700677""",Away
3,3,JaMychal Green,57.0,53.0,-4.0,MEM,"=""0021700677""",Away
4,4,Jarell Martin,89.0,78.0,-11.0,MEM,"=""0021700677""",Away
5,5,Marc Gasol,75.0,78.0,3.0,MEM,"=""0021700677""",Away
6,6,Myke Henry,37.0,34.0,-3.0,MEM,"=""0021700677""",Away
7,7,Tyreke Evans,78.0,74.0,-4.0,MEM,"=""0021700677""",Away
8,8,Wayne Selden,63.0,58.0,-5.0,MEM,"=""0021700677""",Away
0,0,Andrew Harrison,41.0,41.0,0.0,MEM,"=""0021700289""",Home
1,1,Ben McLemore,51.0,55.0,4.0,MEM,"=""0021700289""",Home
2,2,Chandler Parsons,21.0,28.0,7.0,MEM,"=""0021700289""",Home
3,3,Deyonta Davis,42.0,48.0,6.0,MEM,"=""0021700289""",Home
4,4,Dillon Brooks,50.0,34.0,-16.0,MEM,"=""0021700289""",Home
5,5,JaMychal Green,65.0,54.0,-11.0,MEM,"=""0021700289""",Home
6,6,James Ennis III,31.0,36.0,5.0,MEM,"=""0021700289""",Home
7,7,Jarell Martin,21.0,21.0,0.0,MEM,"=""0021700289""",Home
8,8,Marc Gasol,56.0,40.0,-16.0,MEM,"=""0021700289""",Home
9,9,Mario Chalmers,43.0,32.0,-11.0,MEM,"=""0021700289""",Home
10,10,Tyreke Evans,69.0,51.0,-18.0,MEM,"=""0021700289""",Home
0,0,Andrew Harrison,49.0,53.0,4.0,MEM,"=""0021700625""",Away
1,1,Ben McLemore,8.0,6.0,-2.0,MEM,"=""0021700625""",Away
2,2,Deyonta Davis,33.0,19.0,-14.0,MEM,"=""0021700625""",Away
3,3,Dillon Brooks,59.0,66.0,7.0,MEM,"=""0021700625""",Away
4,4,JaMychal Green,38.0,28.0,-10.0,MEM,"=""0021700625""",Away
5,5,James Ennis III,58.0,40.0,-18.0,MEM,"=""0021700625""",Away
6,6,Jarell Martin,31.0,35.0,4.0,MEM,"=""0021700625""",Away
7,7,Marc Gasol,61.0,63.0,2.0,MEM,"=""0021700625""",Away
8,8,Mario Chalmers,37.0,27.0,-10.0,MEM,"=""0021700625""",Away
9,9,Tyreke Evans,57.0,45.0,-12.0,MEM,"=""0021700625""",Away
10,10,Wayne Selden,4.0,8.0,4.0,MEM,"=""0021700625""",Away
0,0,Andrew Harrison,37.0,36.0,-1.0,MEM,"=""0021700096""",Home
1,1,Brandan Wright,24.0,34.0,10.0,MEM,"=""0021700096""",Home
2,2,Chandler Parsons,37.0,40.0,3.0,MEM,"=""0021700096""",Home
3,3,Dillon Brooks,68.0,63.0,-5.0,MEM,"=""0021700096""",Home
4,4,James Ennis III,63.0,48.0,-15.0,MEM,"=""0021700096""",Home
5,5,Jarell Martin,47.0,51.0,4.0,MEM,"=""0021700096""",Home
6,6,Marc Gasol,80.0,65.0,-15.0,MEM,"=""0021700096""",Home
7,7,Mario Chalmers,27.0,32.0,5.0,MEM,"=""0021700096""",Home
8,8,Mike Conley,77.0,66.0,-11.0,MEM,"=""0021700096""",Home
9,9,Tyreke Evans,60.0,60.0,0.0,MEM,"=""0021700096""",Home
0,0,Andrew Harrison,35.0,32.0,-3.0,MEM,"=""0021700345""",Home
1,1,Ben McLemore,42.0,44.0,2.0,MEM,"=""0021700345""",Home
2,2,Deyonta Davis,21.0,25.0,4.0,MEM,"=""0021700345""",Home
3,3,Dillon Brooks,52.0,56.0,4.0,MEM,"=""0021700345""",Home
4,4,JaMychal Green,66.0,80.0,14.0,MEM,"=""0021700345""",Home
5,5,James Ennis III,48.0,47.0,-1.0,MEM,"=""0021700345""",Home
6,6,Jarell Martin,29.0,22.0,-7.0,MEM,"=""0021700345""",Home
7,7,Marc Gasol,68.0,63.0,-5.0,MEM,"=""0021700345""",Home
8,8,Mario Chalmers,40.0,39.0,-1.0,MEM,"=""0021700345""",Home
9,9,Tyreke Evans,59.0,67.0,8.0,MEM,"=""0021700345""",Home
0,0,Andrew Harrison,8.0,11.0,3.0,MEM,"=""0021700180""",Away
1,1,Ben McLemore,33.0,37.0,4.0,MEM,"=""0021700180""",Away
2,2,Brandan Wright,30.0,34.0,4.0,MEM,"=""0021700180""",Away
3,3,Chandler Parsons,56.0,43.0,-13.0,MEM,"=""0021700180""",Away
4,4,Deyonta Davis,8.0,11.0,3.0,MEM,"=""0021700180""",Away
5,5,Dillon Brooks,62.0,54.0,-8.0,MEM,"=""0021700180""",Away
6,6,James Ennis III,59.0,49.0,-10.0,MEM,"=""0021700180""",Away
7,7,Jarell Martin,39.0,25.0,-14.0,MEM,"=""0021700180""",Away
8,8,Marc Gasol,73.0,51.0,-22.0,MEM,"=""0021700180""",Away
9,9,Mario Chalmers,55.0,40.0,-15.0,MEM,"=""0021700180""",Away
10,10,Mike Conley,63.0,50.0,-13.0,MEM,"=""0021700180""",Away
11,11,Tyreke Evans,64.0,64.0,0.0,MEM,"=""0021700180""",Away
12,12,Wayne Selden,5.0,11.0,6.0,MEM,"=""0021700180""",Away
0,0,Andrew Harrison,43.0,33.0,-10.0,MEM,"=""0021700066""",Home
1,1,Brandan Wright,22.0,27.0,5.0,MEM,"=""0021700066""",Home
2,2,Chandler Parsons,27.0,30.0,3.0,MEM,"=""0021700066""",Home
3,3,Dillon Brooks,47.0,58.0,11.0,MEM,"=""0021700066""",Home
4,4,James Ennis III,53.0,60.0,7.0,MEM,"=""0021700066""",Home
5,5,Jarell Martin,64.0,66.0,2.0,MEM,"=""0021700066""",Home
6,6,Marc Gasol,64.0,59.0,-5.0,MEM,"=""0021700066""",Home
7,7,Mario Chalmers,34.0,39.0,5.0,MEM,"=""0021700066""",Home
8,8,Mike Conley,62.0,59.0,-3.0,MEM,"=""0021700066""",Home
9,9,Tyreke Evans,39.0,49.0,10.0,MEM,"=""0021700066""",Home
0,0,Andrew Harrison,51.0,41.0,-10.0,MEM,21700839,Away
1,1,Ben McLemore,53.0,38.0,-15.0,MEM,21700839,Away
2,2,Dillon Brooks,77.0,66.0,-11.0,MEM,21700839,Away
3,3,Ivan Rabb,25.0,27.0,2.0,MEM,21700839,Away
4,4,JaMychal Green,71.0,61.0,-10.0,MEM,21700839,Away
5,5,Jarell Martin,51.0,46.0,-5.0,MEM,21700839,Away
6,6,Marc Gasol,87.0,74.0,-13.0,MEM,21700839,Away
7,7,Mario Chalmers,46.0,37.0,-9.0,MEM,21700839,Away
8,8,Myke Henry,21.0,14.0,-7.0,MEM,21700839,Away
9,9,Tyreke Evans,68.0,56.0,-12.0,MEM,21700839,Away
0,0,Andrew Harrison,57.0,48.0,-9.0,MEM,"=""0021700753""",Away
1,1,Ben McLemore,38.0,30.0,-8.0,MEM,"=""0021700753""",Away
2,2,Brandan Wright,21.0,27.0,6.0,MEM,"=""0021700753""",Away
3,3,Dillon Brooks,89.0,80.0,-9.0,MEM,"=""0021700753""",Away
4,4,Ivan Rabb,56.0,47.0,-9.0,MEM,"=""0021700753""",Away
5,5,Jarell Martin,75.0,76.0,1.0,MEM,"=""0021700753""",Away
6,6,Marc Gasol,77.0,72.0,-5.0,MEM,"=""0021700753""",Away
7,7,Myke Henry,46.0,58.0,12.0,MEM,"=""0021700753""",Away
8,8,Wayne Selden,66.0,67.0,1.0,MEM,"=""0021700753""",Away
0,0,Andrew Harrison,51.0,40.0,-11.0,MEM,21700690,Home
1,1,Ben McLemore,18.0,13.0,-5.0,MEM,21700690,Home
2,2,Deyonta Davis,31.0,35.0,4.0,MEM,21700690,Home
3,3,Dillon Brooks,54.0,56.0,2.0,MEM,21700690,Home
4,4,Ivan Rabb,29.0,38.0,9.0,MEM,21700690,Home
5,5,Jarell Martin,69.0,65.0,-4.0,MEM,21700690,Home
6,6,Marc Gasol,73.0,72.0,-1.0,MEM,21700690,Home
7,7,Mario Chalmers,46.0,55.0,9.0,MEM,21700690,Home
8,8,Myke Henry,27.0,41.0,14.0,MEM,21700690,Home
9,9,Tyreke Evans,69.0,78.0,9.0,MEM,21700690,Home
10,10,Wayne Selden,38.0,32.0,-6.0,MEM,21700690,Home
0,0,Andrew Harrison,67.0,65.0,-2.0,MEM,21700371,Home
1,1,Ben McLemore,36.0,41.0,5.0,MEM,21700371,Home
2,2,Chandler Parsons,65.0,55.0,-10.0,MEM,21700371,Home
3,3,Deyonta Davis,25.0,33.0,8.0,MEM,21700371,Home
4,4,Dillon Brooks,42.0,37.0,-5.0,MEM,21700371,Home
5,5,JaMychal Green,78.0,74.0,-4.0,MEM,21700371,Home
6,6,James Ennis III,48.0,42.0,-6.0,MEM,21700371,Home
7,7,Marc Gasol,91.0,74.0,-17.0,MEM,21700371,Home
8,8,Mario Chalmers,68.0,50.0,-18.0,MEM,21700371,Home
9,9,Tyreke Evans,60.0,64.0,4.0,MEM,21700371,Home
0,0,Andrew Harrison,48.0,55.0,7.0,MEM,21700670,Home
1,1,Ben McLemore,59.0,69.0,10.0,MEM,21700670,Home
2,2,Deyonta Davis,46.0,44.0,-2.0,MEM,21700670,Home
3,3,Dillon Brooks,48.0,62.0,14.0,MEM,21700670,Home
4,4,Ivan Rabb,8.0,10.0,2.0,MEM,21700670,Home
5,5,JaMychal Green,46.0,49.0,3.0,MEM,21700670,Home
6,6,Jarell Martin,40.0,55.0,15.0,MEM,21700670,Home
7,7,Marc Gasol,36.0,54.0,18.0,MEM,21700670,Home
8,8,Mario Chalmers,34.0,46.0,12.0,MEM,21700670,Home
9,9,Tyreke Evans,48.0,56.0,8.0,MEM,21700670,Home
10,10,Wayne Selden,27.0,30.0,3.0,MEM,21700670,Home
0,0,Andrew Harrison,80.0,70.0,-10.0,MEM,"=""0021700487""",Home
1,1,Brandan Wright,18.0,23.0,5.0,MEM,"=""0021700487""",Home
2,2,Chandler Parsons,64.0,67.0,3.0,MEM,"=""0021700487""",Home
3,3,Deyonta Davis,12.0,12.0,0.0,MEM,"=""0021700487""",Home
4,4,Dillon Brooks,66.0,60.0,-6.0,MEM,"=""0021700487""",Home
5,5,James Ennis III,56.0,69.0,13.0,MEM,"=""0021700487""",Home
6,6,Jarell Martin,30.0,38.0,8.0,MEM,"=""0021700487""",Home
7,7,Kobi Simmons,54.0,57.0,3.0,MEM,"=""0021700487""",Home
8,8,Marc Gasol,87.0,85.0,-2.0,MEM,"=""0021700487""",Home
9,9,Tyreke Evans,93.0,94.0,1.0,MEM,"=""0021700487""",Home
0,0,Andrew Harrison,58.0,54.0,-4.0,MEM,"=""0021700787""",Away
1,1,Ben McLemore,12.0,5.0,-7.0,MEM,"=""0021700787""",Away
2,2,Deyonta Davis,51.0,29.0,-22.0,MEM,"=""0021700787""",Away
3,3,Dillon Brooks,58.0,49.0,-9.0,MEM,"=""0021700787""",Away
4,4,Ivan Rabb,15.0,7.0,-8.0,MEM,"=""0021700787""",Away
5,5,JaMychal Green,48.0,48.0,0.0,MEM,"=""0021700787""",Away
6,6,James Ennis III,44.0,39.0,-5.0,MEM,"=""0021700787""",Away
7,7,Jarell Martin,34.0,28.0,-6.0,MEM,"=""0021700787""",Away
8,8,Marc Gasol,75.0,76.0,1.0,MEM,"=""0021700787""",Away
9,9,Mario Chalmers,43.0,32.0,-11.0,MEM,"=""0021700787""",Away
10,10,Wayne Selden,67.0,63.0,-4.0,MEM,"=""0021700787""",Away
0,0,Andrew Harrison,52.0,36.0,-16.0,MEM,"=""0021700464""",Away
1,1,Ben McLemore,44.0,42.0,-2.0,MEM,"=""0021700464""",Away
2,2,Deyonta Davis,20.0,13.0,-7.0,MEM,"=""0021700464""",Away
3,3,Dillon Brooks,41.0,38.0,-3.0,MEM,"=""0021700464""",Away
4,4,Ivan Rabb,5.0,4.0,-1.0,MEM,"=""0021700464""",Away
5,5,JaMychal Green,53.0,43.0,-10.0,MEM,"=""0021700464""",Away
6,6,James Ennis III,36.0,29.0,-7.0,MEM,"=""0021700464""",Away
7,7,Jarell Martin,39.0,36.0,-3.0,MEM,"=""0021700464""",Away
8,8,Kobi Simmons,5.0,4.0,-1.0,MEM,"=""0021700464""",Away
9,9,Marc Gasol,65.0,63.0,-2.0,MEM,"=""0021700464""",Away
10,10,Mario Chalmers,50.0,58.0,8.0,MEM,"=""0021700464""",Away
11,11,Tyreke Evans,70.0,50.0,-20.0,MEM,"=""0021700464""",Away
12,12,Vincent Hunter,5.0,4.0,-1.0,MEM,"=""0021700464""",Away
0,0,Andrew Harrison,45.0,42.0,-3.0,MEM,"=""0021700658""",Home
1,1,Deyonta Davis,41.0,51.0,10.0,MEM,"=""0021700658""",Home
2,2,Dillon Brooks,59.0,76.0,17.0,MEM,"=""0021700658""",Home
3,3,Ivan Rabb,35.0,37.0,2.0,MEM,"=""0021700658""",Home
4,4,JaMychal Green,58.0,63.0,5.0,MEM,"=""0021700658""",Home
5,5,James Ennis III,45.0,36.0,-9.0,MEM,"=""0021700658""",Home
6,6,Jarell Martin,64.0,59.0,-5.0,MEM,"=""0021700658""",Home
7,7,Mario Chalmers,49.0,54.0,5.0,MEM,"=""0021700658""",Home
8,8,Tyreke Evans,65.0,78.0,13.0,MEM,"=""0021700658""",Home
9,9,Wayne Selden,34.0,29.0,-5.0,MEM,"=""0021700658""",Home
0,0,Andrew Harrison,42.0,40.0,-2.0,MEM,"=""0021700008""",Home
1,1,Brandan Wright,60.0,60.0,0.0,MEM,"=""0021700008""",Home
2,2,Chandler Parsons,29.0,35.0,6.0,MEM,"=""0021700008""",Home
3,3,Dillon Brooks,48.0,65.0,17.0,MEM,"=""0021700008""",Home
4,4,JaMychal Green,9.0,9.0,0.0,MEM,"=""0021700008""",Home
5,5,James Ennis III,43.0,38.0,-5.0,MEM,"=""0021700008""",Home
6,6,Jarell Martin,34.0,38.0,4.0,MEM,"=""0021700008""",Home
7,7,Marc Gasol,49.0,62.0,13.0,MEM,"=""0021700008""",Home
8,8,Mario Chalmers,42.0,54.0,12.0,MEM,"=""0021700008""",Home
9,9,Mike Conley,65.0,71.0,6.0,MEM,"=""0021700008""",Home
10,10,Tyreke Evans,34.0,43.0,9.0,MEM,"=""0021700008""",Home
0,0,Andrew Harrison,80.0,77.0,-3.0,MEM,21700740,Home
1,1,Deyonta Davis,42.0,49.0,7.0,MEM,21700740,Home
2,2,Dillon Brooks,63.0,60.0,-3.0,MEM,21700740,Home
3,3,Ivan Rabb,42.0,45.0,3.0,MEM,21700740,Home
4,4,Jarell Martin,87.0,90.0,3.0,MEM,21700740,Home
5,5,Marc Gasol,41.0,52.0,11.0,MEM,21700740,Home
6,6,Mario Chalmers,33.0,50.0,17.0,MEM,21700740,Home
7,7,Myke Henry,42.0,32.0,-10.0,MEM,21700740,Home
8,8,Tyreke Evans,48.0,71.0,23.0,MEM,21700740,Home
9,9,Wayne Selden,67.0,74.0,7.0,MEM,21700740,Home
0,0,Brandan Wright,35.0,27.0,-8.0,MEM,"=""0021700157""",Away
1,1,Chandler Parsons,58.0,53.0,-5.0,MEM,"=""0021700157""",Away
2,2,Dillon Brooks,78.0,76.0,-2.0,MEM,"=""0021700157""",Away
3,3,James Ennis III,51.0,65.0,14.0,MEM,"=""0021700157""",Away
4,4,Jarell Martin,29.0,35.0,6.0,MEM,"=""0021700157""",Away
5,5,Marc Gasol,61.0,68.0,7.0,MEM,"=""0021700157""",Away
6,6,Mario Chalmers,39.0,36.0,-3.0,MEM,"=""0021700157""",Away
7,7,Mike Conley,57.0,62.0,5.0,MEM,"=""0021700157""",Away
8,8,Tyreke Evans,77.0,68.0,-9.0,MEM,"=""0021700157""",Away
0,0,Chandler Parsons,28.0,30.0,2.0,MEM,21700954,Away
1,1,Deyonta Davis,26.0,22.0,-4.0,MEM,21700954,Away
2,2,Dillon Brooks,78.0,73.0,-5.0,MEM,21700954,Away
3,3,Ivan Rabb,32.0,29.0,-3.0,MEM,21700954,Away
4,4,JaMychal Green,68.0,69.0,1.0,MEM,21700954,Away
5,5,Kobi Simmons,50.0,53.0,3.0,MEM,21700954,Away
6,6,Marc Gasol,74.0,76.0,2.0,MEM,21700954,Away
7,7,Myke Henry,54.0,55.0,1.0,MEM,21700954,Away
8,8,Wayne Selden,30.0,34.0,4.0,MEM,21700954,Away
9,9,Xavier Rathan-Mayes,60.0,49.0,-11.0,MEM,21700954,Away
0,0,Andrew Harrison,47.0,72.0,25.0,MEM,"=""0021700515""",Away
1,1,Chandler Parsons,44.0,45.0,1.0,MEM,"=""0021700515""",Away
2,2,Deyonta Davis,31.0,39.0,8.0,MEM,"=""0021700515""",Away
3,3,Dillon Brooks,58.0,61.0,3.0,MEM,"=""0021700515""",Away
4,4,James Ennis III,35.0,31.0,-4.0,MEM,"=""0021700515""",Away
5,5,Jarell Martin,64.0,66.0,2.0,MEM,"=""0021700515""",Away
6,6,Kobi Simmons,46.0,36.0,-10.0,MEM,"=""0021700515""",Away
7,7,Marc Gasol,66.0,68.0,2.0,MEM,"=""0021700515""",Away
8,8,Mario Chalmers,45.0,50.0,5.0,MEM,"=""0021700515""",Away
9,9,Tyreke Evans,59.0,77.0,18.0,MEM,"=""0021700515""",Away
0,0,Andrew Harrison,69.0,63.0,-6.0,MEM,"=""0021700609""",Home
1,1,Brandan Wright,18.0,24.0,6.0,MEM,"=""0021700609""",Home
2,2,Deyonta Davis,13.0,6.0,-7.0,MEM,"=""0021700609""",Home
3,3,Dillon Brooks,42.0,55.0,13.0,MEM,"=""0021700609""",Home
4,4,JaMychal Green,75.0,76.0,1.0,MEM,"=""0021700609""",Home
5,5,James Ennis III,66.0,53.0,-13.0,MEM,"=""0021700609""",Home
6,6,Jarell Martin,26.0,27.0,1.0,MEM,"=""0021700609""",Home
7,7,Marc Gasol,71.0,74.0,3.0,MEM,"=""0021700609""",Home
8,8,Mario Chalmers,51.0,54.0,3.0,MEM,"=""0021700609""",Home
9,9,Tyreke Evans,61.0,83.0,22.0,MEM,"=""0021700609""",Home
10,10,Wayne Selden,18.0,10.0,-8.0,MEM,"=""0021700609""",Home
0,0,Andrew Harrison,49.0,46.0,-3.0,MEM,"=""0021700425""",Home
1,1,Ben McLemore,20.0,27.0,7.0,MEM,"=""0021700425""",Home
2,2,Chandler Parsons,52.0,54.0,2.0,MEM,"=""0021700425""",Home
3,3,Deyonta Davis,31.0,32.0,1.0,MEM,"=""0021700425""",Home
4,4,Dillon Brooks,36.0,41.0,5.0,MEM,"=""0021700425""",Home
5,5,JaMychal Green,59.0,51.0,-8.0,MEM,"=""0021700425""",Home
6,6,Jarell Martin,35.0,45.0,10.0,MEM,"=""0021700425""",Home
7,7,Marc Gasol,63.0,64.0,1.0,MEM,"=""0021700425""",Home
8,8,Mario Chalmers,68.0,69.0,1.0,MEM,"=""0021700425""",Home
9,9,Tyreke Evans,57.0,51.0,-6.0,MEM,"=""0021700425""",Home
0,0,Andrew Harrison,62.0,47.0,-15.0,MEM,21700878,Home
1,1,Ben McLemore,66.0,32.0,-34.0,MEM,21700878,Home
2,2,Deyonta Davis,39.0,25.0,-14.0,MEM,21700878,Home
3,3,Dillon Brooks,76.0,63.0,-13.0,MEM,21700878,Home
4,4,Ivan Rabb,12.0,7.0,-5.0,MEM,21700878,Home
5,5,JaMychal Green,45.0,59.0,14.0,MEM,21700878,Home
6,6,Jarell Martin,57.0,35.0,-22.0,MEM,21700878,Home
7,7,Marc Gasol,73.0,64.0,-9.0,MEM,21700878,Home
8,8,Mario Chalmers,63.0,46.0,-17.0,MEM,21700878,Home
9,9,Tyreke Evans,67.0,67.0,0.0,MEM,21700878,Home
0,0,Andrew Harrison,70.0,53.0,-17.0,MEM,"=""0021700393""",Home
1,1,Ben McLemore,28.0,27.0,-1.0,MEM,"=""0021700393""",Home
2,2,Chandler Parsons,55.0,36.0,-19.0,MEM,"=""0021700393""",Home
3,3,Deyonta Davis,25.0,28.0,3.0,MEM,"=""0021700393""",Home
4,4,Dillon Brooks,36.0,28.0,-8.0,MEM,"=""0021700393""",Home
5,5,Ivan Rabb,6.0,5.0,-1.0,MEM,"=""0021700393""",Home
6,6,JaMychal Green,71.0,56.0,-15.0,MEM,"=""0021700393""",Home
7,7,James Ennis III,47.0,44.0,-3.0,MEM,"=""0021700393""",Home
8,8,Jarell Martin,6.0,5.0,-1.0,MEM,"=""0021700393""",Home
9,9,Marc Gasol,82.0,54.0,-28.0,MEM,"=""0021700393""",Home
10,10,Mario Chalmers,33.0,14.0,-19.0,MEM,"=""0021700393""",Home
11,11,Tyreke Evans,70.0,55.0,-15.0,MEM,"=""0021700393""",Home
12,12,Vincent Hunter,6.0,5.0,-1.0,MEM,"=""0021700393""",Home
0,0,Ben McLemore,64.0,60.0,-4.0,MEM,"=""0021701154""",Away
1,1,Deyonta Davis,48.0,51.0,3.0,MEM,"=""0021701154""",Away
2,2,Dillon Brooks,88.0,79.0,-9.0,MEM,"=""0021701154""",Away
3,3,Ivan Rabb,49.0,58.0,9.0,MEM,"=""0021701154""",Away
4,4,Jarell Martin,74.0,56.0,-18.0,MEM,"=""0021701154""",Away
5,5,Kobi Simmons,49.0,40.0,-9.0,MEM,"=""0021701154""",Away
6,6,Marc Gasol,55.0,31.0,-24.0,MEM,"=""0021701154""",Away
7,7,Marquis Teague,64.0,58.0,-6.0,MEM,"=""0021701154""",Away
8,8,Wayne Selden,74.0,57.0,-17.0,MEM,"=""0021701154""",Away
0,0,Ben McLemore,75.0,61.0,-14.0,MEM,"=""0021700989""",Away
1,1,Brice Johnson,17.0,6.0,-11.0,MEM,"=""0021700989""",Away
2,2,Chandler Parsons,37.0,30.0,-7.0,MEM,"=""0021700989""",Away
3,3,Deyonta Davis,65.0,32.0,-33.0,MEM,"=""0021700989""",Away
4,4,Dillon Brooks,69.0,60.0,-9.0,MEM,"=""0021700989""",Away
5,5,Ivan Rabb,44.0,25.0,-19.0,MEM,"=""0021700989""",Away
6,6,JaMychal Green,63.0,54.0,-9.0,MEM,"=""0021700989""",Away
7,7,Jarell Martin,61.0,55.0,-6.0,MEM,"=""0021700989""",Away
8,8,Kobi Simmons,91.0,51.0,-40.0,MEM,"=""0021700989""",Away
9,9,Xavier Rathan-Mayes,48.0,26.0,-22.0,MEM,"=""0021700989""",Away
0,0,Ben McLemore,45.0,43.0,-2.0,MEM,"=""0021700274""",Away
1,1,Chandler Parsons,61.0,51.0,-10.0,MEM,"=""0021700274""",Away
2,2,Deyonta Davis,28.0,16.0,-12.0,MEM,"=""0021700274""",Away
3,3,Dillon Brooks,71.0,66.0,-5.0,MEM,"=""0021700274""",Away
4,4,JaMychal Green,80.0,64.0,-16.0,MEM,"=""0021700274""",Away
5,5,Jarell Martin,24.0,28.0,4.0,MEM,"=""0021700274""",Away
6,6,Marc Gasol,81.0,79.0,-2.0,MEM,"=""0021700274""",Away
7,7,Mario Chalmers,74.0,54.0,-20.0,MEM,"=""0021700274""",Away
8,8,Tyreke Evans,56.0,59.0,3.0,MEM,"=""0021700274""",Away
0,0,Andrew Harrison,92.0,73.0,-19.0,MEM,21700918,Home
1,1,Ben McLemore,26.0,12.0,-14.0,MEM,21700918,Home
2,2,Dillon Brooks,62.0,67.0,5.0,MEM,21700918,Home
3,3,Ivan Rabb,28.0,27.0,-1.0,MEM,21700918,Home
4,4,JaMychal Green,81.0,79.0,-2.0,MEM,21700918,Home
5,5,Jarell Martin,86.0,73.0,-13.0,MEM,21700918,Home
6,6,Marc Gasol,83.0,73.0,-10.0,MEM,21700918,Home
7,7,Mario Chalmers,36.0,49.0,13.0,MEM,21700918,Home
8,8,Myke Henry,56.0,57.0,1.0,MEM,21700918,Home
0,0,Ben McLemore,45.0,52.0,7.0,MEM,"=""0021700208""",Home
1,1,Brandan Wright,45.0,50.0,5.0,MEM,"=""0021700208""",Home
2,2,Chandler Parsons,67.0,67.0,0.0,MEM,"=""0021700208""",Home
3,3,Dillon Brooks,61.0,49.0,-12.0,MEM,"=""0021700208""",Home
4,4,JaMychal Green,40.0,33.0,-7.0,MEM,"=""0021700208""",Home
5,5,James Ennis III,39.0,32.0,-7.0,MEM,"=""0021700208""",Home
6,6,Marc Gasol,90.0,90.0,0.0,MEM,"=""0021700208""",Home
7,7,Mario Chalmers,66.0,71.0,5.0,MEM,"=""0021700208""",Home
8,8,Tyreke Evans,84.0,83.0,-1.0,MEM,"=""0021700208""",Home
9,9,Wayne Selden,43.0,38.0,-5.0,MEM,"=""0021700208""",Home
0,0,Andrew Harrison,17.0,19.0,2.0,MEM,"=""0021700323""",Home
1,1,Ben McLemore,36.0,29.0,-7.0,MEM,"=""0021700323""",Home
2,2,Brandan Wright,14.0,12.0,-2.0,MEM,"=""0021700323""",Home
3,3,Chandler Parsons,50.0,37.0,-13.0,MEM,"=""0021700323""",Home
4,4,Deyonta Davis,28.0,24.0,-4.0,MEM,"=""0021700323""",Home
5,5,Dillon Brooks,43.0,33.0,-10.0,MEM,"=""0021700323""",Home
6,6,JaMychal Green,34.0,35.0,1.0,MEM,"=""0021700323""",Home
7,7,James Ennis III,57.0,41.0,-16.0,MEM,"=""0021700323""",Home
8,8,Jarell Martin,30.0,26.0,-4.0,MEM,"=""0021700323""",Home
9,9,Marc Gasol,67.0,55.0,-12.0,MEM,"=""0021700323""",Home
10,10,Mario Chalmers,37.0,33.0,-4.0,MEM,"=""0021700323""",Home
11,11,Tyreke Evans,60.0,42.0,-18.0,MEM,"=""0021700323""",Home
12,12,Vincent Hunter,2.0,9.0,7.0,MEM,"=""0021700323""",Home
0,0,Andrew Harrison,8.0,3.0,-5.0,MEM,21700246,Home
1,1,Ben McLemore,31.0,26.0,-5.0,MEM,21700246,Home
2,2,Chandler Parsons,52.0,53.0,1.0,MEM,21700246,Home
3,3,Deyonta Davis,24.0,23.0,-1.0,MEM,21700246,Home
4,4,Dillon Brooks,57.0,54.0,-3.0,MEM,21700246,Home
5,5,JaMychal Green,71.0,74.0,3.0,MEM,21700246,Home
6,6,James Ennis III,19.0,8.0,-11.0,MEM,21700246,Home
7,7,Jarell Martin,20.0,10.0,-10.0,MEM,21700246,Home
8,8,Marc Gasol,84.0,77.0,-7.0,MEM,21700246,Home
9,9,Mario Chalmers,66.0,71.0,5.0,MEM,21700246,Home
10,10,Tyreke Evans,68.0,61.0,-7.0,MEM,21700246,Home
0,0,Ben McLemore,9.0,14.0,5.0,MEM,"=""0021700575""",Home
1,1,Brandan Wright,22.0,27.0,5.0,MEM,"=""0021700575""",Home
2,2,Deyonta Davis,12.0,7.0,-5.0,MEM,"=""0021700575""",Home
3,3,Dillon Brooks,39.0,34.0,-5.0,MEM,"=""0021700575""",Home
4,4,JaMychal Green,49.0,58.0,9.0,MEM,"=""0021700575""",Home
5,5,James Ennis III,73.0,71.0,-2.0,MEM,"=""0021700575""",Home
6,6,Jarell Martin,51.0,38.0,-13.0,MEM,"=""0021700575""",Home
7,7,Kobi Simmons,26.0,16.0,-10.0,MEM,"=""0021700575""",Home
8,8,Marc Gasol,70.0,70.0,0.0,MEM,"=""0021700575""",Home
9,9,Mario Chalmers,71.0,58.0,-13.0,MEM,"=""0021700575""",Home
10,10,Tyreke Evans,55.0,71.0,16.0,MEM,"=""0021700575""",Home
11,11,Wayne Selden,33.0,36.0,3.0,MEM,"=""0021700575""",Home
0,0,Andrew Harrison,59.0,60.0,1.0,MEM,"=""0021700645""",Home
1,1,Deyonta Davis,31.0,35.0,4.0,MEM,"=""0021700645""",Home
